iid	title	uri
0007118899	Tatiana.*and.*Alexander	http://dbpedia.org/resource/Tatiana_and_Alexander
0007132417	Road.*of.*Bones	http://dbpedia.org/resource/The_Road_of_Bones
0007127871	The.*Moon.*of.*Gomrath	http://dbpedia.org/resource/The_Moon_of_Gomrath
0007141785	The.*Hungry.*Tide	http://dbpedia.org/resource/The_Hungry_Tide
0007149530	The.*Age.*of.*Wonder\:.*How.*the.*Romantic.*Generation.*Discovered.*the.*Beauty.*and.*Terror.*of.*Science	http://dbpedia.org/resource/The_Age_of_Wonder
0007147295	The.*Queen's.*Fool	http://dbpedia.org/resource/The_Queen's_Fool
0007157177	That.*Hideous.*Strength	http://dbpedia.org/resource/That_Hideous_Strength
0007161328	The.*Lucky.*Ones	http://dbpedia.org/resource/The_Lucky_Ones_(short_story_collection)
0007182325	The.*Way.*Back.*Home	http://dbpedia.org/resource/Sleeping_at_the_Starlite_Motel:_and_Other_Adventures_on_the_Way_Back_Home
0007182155	Solo	http://dbpedia.org/resource/Solo_(Stockhausen)
0007182155	Solo	http://dbpedia.org/resource/Solo_(Boyd_novel)
0007182155	Solo	http://dbpedia.org/resource/Solo_(Mason_novel)
0007177208	Feather.*Boy	http://dbpedia.org/resource/Feather_Boy
0007190042	The.*Torment.*of.*Others	http://dbpedia.org/resource/The_Torment_of_Others
0007194161	The.*Contortionist's.*Handbook	http://dbpedia.org/resource/The_Contortionist's_Handbook
000719739X	Flashman.*on.*the.*March	http://dbpedia.org/resource/Flashman_on_the_March
0007199058	One.*Child	http://dbpedia.org/resource/One_Child
0007209053	Six.*Degrees\:.*Our.*Future.*on.*a.*Hotter.*Planet	http://dbpedia.org/resource/Six_Degrees:_Our_Future_on_a_Hotter_Planet
0007213514	The.*Scent.*of.*Death	http://dbpedia.org/resource/The_Scent_of_Death
0007240198	Bad.*Science	http://dbpedia.org/resource/Bad_Science_(book)
0007240198	Bad.*Science	http://dbpedia.org/resource/Bad_Science_(Goldacre_book)
0007240198	Bad.*Science	http://dbpedia.org/resource/Bad_Science_(Taubes_book)
0007254008	The.*Gallows.*Bird	http://dbpedia.org/resource/The_Gallows_Bird
0007264712	At.*the.*Gates.*of.*Darkness	http://dbpedia.org/resource/At_the_Gates_of_Darkness
0007269854	The.*Ice.*Princess	http://dbpedia.org/resource/The_Ice_Princess_(novel)
0007274572	One,.*Two,.*Buckle.*My.*Shoe	http://dbpedia.org/resource/One,_Two,_Buckle_My_Shoe_(novel)
0007279043	The.*Boy.*in.*the.*Dress	http://dbpedia.org/resource/The_Boy_in_the_Dress
0007281447	Open\:.*An.*Autobiography	http://dbpedia.org/resource/Open:_An_Autobiography
000728019X	This.*Mitchell.*and.*Webb.*Book	http://dbpedia.org/resource/This_Mitchell_and_Webb_Book
0007271166	Conqueror	http://dbpedia.org/resource/Conqueror_(Iggulden_novel)
0007271166	Conqueror	http://dbpedia.org/resource/Conqueror_(Baxter_novel)
0007289103	The.*King's.*Daughter	http://dbpedia.org/resource/The_King's_Daughter
0007291183	For.*the.*Win	http://dbpedia.org/resource/For_the_Win
0007322615	The.*Atheist's.*Guide.*to.*Christmas	http://dbpedia.org/resource/The_Atheist's_Guide_to_Christmas
0007322429	Slights	http://dbpedia.org/resource/Slights_(novel)
0007327692	Triumff\:.*Her.*Majesty's.*Hero	http://dbpedia.org/resource/Triumff
0007337701	War	http://dbpedia.org/resource/War_(Junger_book)
0007367759	A.*Short.*Walk.*in.*the.*Hindu.*Kush	http://dbpedia.org/resource/A_Short_Walk_in_the_Hindu_Kush
0007447868	A.*Feast.*for.*Crows	http://dbpedia.org/resource/A_Feast_for_Crows
0007448473	The.*Sugar.*Girls	http://dbpedia.org/resource/The_Sugar_Girls
0007449186	I,.*Partridge\:.*We.*Need.*to.*Talk.*about.*Alan	http://dbpedia.org/resource/I,_Partridge:_We_Need_to_Talk_About_Alan
0007462700	Big.*Nate.*Goes.*for.*Broke	http://dbpedia.org/resource/Big_Nate_Goes_for_Broke
0007493754	The.*Third.*Kingdom	http://dbpedia.org/resource/The_Third_Kingdom
0007550197	Hidden	http://dbpedia.org/resource/Hidden_(Torchwood)
000765202X	Goodbye.*Mickey.*Mouse	http://dbpedia.org/resource/Goodbye,_Mickey_Mouse
0020088221	Brat.*Farrar	http://dbpedia.org/resource/Brat_Farrar
0020136609	Experience.*and.*Education	http://dbpedia.org/resource/Experience_and_Education_(book)
0020199856	The.*Love.*of.*the.*Last.*Tycoon	http://dbpedia.org/resource/The_Love_of_the_Last_Tycoon
0020259905	The.*Voyage.*of.*the.*Space.*Beagle	http://dbpedia.org/resource/The_Voyage_of_the_Space_Beagle
0020209851	Not.*Without.*Laughter	http://dbpedia.org/resource/Not_Without_Laughter
002028361X	Deathbird.*Stories	http://dbpedia.org/resource/Deathbird_Stories
0020291922	Survival.*in.*Auschwitz	http://dbpedia.org/resource/If_This_Is_a_Man
0020184700	The.*case.*of.*the.*constant.*suicides	http://dbpedia.org/resource/The_Case_of_the_Constant_Suicides
0020446519	The.*SILVER.*CROWN	http://dbpedia.org/resource/The_Silver_Crown
0020436203	One.*Fine.*Day	http://dbpedia.org/resource/One_Fine_Day_(book)
0020446500	Z.*for.*Zachariah	http://dbpedia.org/resource/Z_for_Zachariah
0020383142	Old.*New.*York	http://dbpedia.org/resource/Old_New_York_(novellas)
0020452705	Call.*It.*Courage	http://dbpedia.org/resource/Call_It_Courage
002073610X	The.*New.*Soldier	http://dbpedia.org/resource/The_New_Soldier
0020836201	The.*MAN.*NOBODY.*KNOWS	http://dbpedia.org/resource/The_Man_Nobody_Knows
0020820445	With.*Fire.*and.*Sword	http://dbpedia.org/resource/With_Fire_and_Sword
0023456108	History.*of.*Rome	http://dbpedia.org/resource/History_of_Rome_(Mommsen)
0025473905	Respect.*for.*Acting	http://dbpedia.org/resource/Respect_for_Acting
0025439472	The.*Shepherd	http://dbpedia.org/resource/The_Shepherd
0025882201	The.*Vicar.*of.*Christ	http://dbpedia.org/resource/The_Vicar_of_Christ
0026009102	The.*Fountainhead	http://dbpedia.org/resource/The_Fountainhead
0026045702	JOY.*OF.*COOKING	http://dbpedia.org/resource/Joy_of_Cooking
0026155001	Inside.*the.*Soviet.*Army	http://dbpedia.org/resource/Inside_the_Soviet_Army
0026128101	Spandau\:.*The.*Secret.*Diaries	http://dbpedia.org/resource/Spandau:_The_Secret_Diaries
002621850X	Jesus.*the.*Jew	http://dbpedia.org/resource/Jesus_the_Jew
0027083314	The.*Mousehole.*Cat	http://dbpedia.org/resource/The_Mousehole_Cat
0027116905	Freckle.*Juice	http://dbpedia.org/resource/Freckle_Juice
0027197107	The.*Cat.*Who.*Went.*to.*Heaven	http://dbpedia.org/resource/The_Cat_Who_Went_to_Heaven
0027436225	Misty.*of.*Chincoteague	http://dbpedia.org/resource/Misty_of_Chincoteague
0027379108	The.*Big.*Snow	http://dbpedia.org/resource/The_Big_Snow
002782683X	Big.*Pumpkin	http://dbpedia.org/resource/Big_Pumpkin
0028627717	Betty.*Crocker's.*Picture.*Cook.*Book	http://dbpedia.org/resource/Betty_Crocker_Cookbook
0029109752	The.*End.*of.*History.*and.*the.*Last.*Man	http://dbpedia.org/resource/The_End_of_History_and_the_Last_Man
0029113121	On.*Leadership	http://dbpedia.org/resource/Joker_One
0029197821	Managing.*the.*Professional.*Service.*Firm	http://dbpedia.org/resource/Managing_the_Professional_Service_Firm
0029303303	Inside.*American.*Education	http://dbpedia.org/resource/Inside_American_Education
0030266408	Submarine	http://dbpedia.org/resource/Submarine_(Clancy_book)
0030266408	Submarine	http://dbpedia.org/resource/Submarine_(book)
0030352401	Islands.*in.*the.*Sky	http://dbpedia.org/resource/Islands_in_the_Sky
0030574862	Fadeout	http://dbpedia.org/resource/Fadeout_(novel)
003061368X	The.*Sunne.*in.*Splendour	http://dbpedia.org/resource/The_Sunne_in_Splendour
0030769809	Understanding.*Poetry	http://dbpedia.org/resource/Understanding_Poetry
0060001801	When.*Night.*Falls	http://dbpedia.org/resource/When_True_Night_Falls
006000567X	When.*I.*Was.*Cool\:.*My.*Life.*at.*the.*Jack.*Kerouac.*School	http://dbpedia.org/resource/When_I_Was_Cool
0060005777	The.*Story.*of.*the.*Trapp.*Family.*Singers	http://dbpedia.org/resource/The_Story_of_the_Trapp_Family_Singers
0060005696	The.*Paradox.*of.*Choice\:.*Why.*More.*Is.*Less	http://dbpedia.org/resource/The_Paradox_of_Choice
006000679X	The.*Agile.*Gene\:.*How.*Nature.*Turns.*on.*Nurture	http://dbpedia.org/resource/Nature_via_Nurture
0060008776	Pagan.*Babies	http://dbpedia.org/resource/Pagan_Babies
0060008121	Into.*Temptation	http://dbpedia.org/resource/Lig_Sinn_i_gCathú
0060012234	Geography.*Club	http://dbpedia.org/resource/Geography_Club
0060011572	Animal.*Liberation	http://dbpedia.org/resource/Animal_Liberation_(book)
0060080841	The.*Stepford.*Wives	http://dbpedia.org/resource/The_Stepford_Wives
0060080930	The.*Story.*of.*Little.*Babaji	http://dbpedia.org/resource/The_Story_of_Little_Black_Sambo
0060012781	A.*Cook's.*Tour\:.*Global.*Adventures.*in.*Extreme.*Cuisines	http://dbpedia.org/resource/A_Cook's_Tour_(book)
0060082194	Rum.*Punch	http://dbpedia.org/resource/Rum_Punch
0060084022	The.*Big.*Bounce	http://dbpedia.org/resource/The_Big_Bounce_(novel)
0060086386	Filthy.*Rich	http://dbpedia.org/resource/Filthy_Rich_(comics)
0060013125	Night.*Watch.*\(Discworld\)	http://dbpedia.org/resource/Night_Watch_(Discworld)
0060085894	Frida\:.*A.*Biography.*of.*Frida.*Kahlo	http://dbpedia.org/resource/Frida:_A_Biography_of_Frida_Kahlo
0060089547	Split.*Images	http://dbpedia.org/resource/Split_Images
0060088613	Fire	http://dbpedia.org/resource/Fire_(Cashore_novel)
0060088613	Fire	http://dbpedia.org/resource/Fire_(Elfgren_and_Strandberg_novel)
0060088613	Fire	http://dbpedia.org/resource/Fire_(Rodgers_novel)
006009348X	Do.*Not.*Disturb	http://dbpedia.org/resource/Do_Not_Disturb_(book)
0060092572	The.*Terminal.*Man	http://dbpedia.org/resource/The_Terminal_Man
0060093579	Wildfire.*at.*Midnight	http://dbpedia.org/resource/Wildfire_at_Midnight
0060093560	Madam,.*Will.*You.*Talk\?	http://dbpedia.org/resource/Madam,_Will_You_Talk%3F
0060090375	Lucy.*Sullivan.*Is.*Getting.*Married	http://dbpedia.org/resource/Lucy_Sullivan_Is_Getting_Married
0060094893	Staying.*Fat.*for.*Sarah.*Byrnes	http://dbpedia.org/resource/Staying_Fat_for_Sarah_Byrnes
0060105518	Bodyguard.*of.*Lies	http://dbpedia.org/resource/Bodyguard_of_Lies
0060110740	The.*Flight.*of.*Dragons	http://dbpedia.org/resource/The_Flight_of_Dragons_(book)
0060113022	Risk	http://dbpedia.org/resource/Risk_(game)
0060113022	Risk	http://dbpedia.org/resource/Risk_(short_story)
0060121246	True.*Love	http://dbpedia.org/resource/True_Love_(book)
0060121246	True.*Love	http://dbpedia.org/resource/True_Love_(video_game)
0060137290	The.*Forgotten.*Soldier	http://dbpedia.org/resource/The_Forgotten_Soldier
0060142782	The.*Spanish.*Civil.*War	http://dbpedia.org/resource/The_Spanish_Civil_War_(book)
0060150866	The.*Eye.*of.*the.*Heron	http://dbpedia.org/resource/The_Eye_of_the_Heron
0060152656	From.*Time.*Immemorial\:.*The.*Origins.*of.*the.*Arab\-Jewish.*Conflict.*over.*Palestine	http://dbpedia.org/resource/From_Time_Immemorial
0060161922	And.*the.*Walls.*Came.*Tumbling.*Down\:.*An.*Autobiography	http://dbpedia.org/resource/And_the_Walls_Came_Tumbling_Down
0060175273	Flower.*Net	http://dbpedia.org/resource/Flower_Net
0060175400	The.*Poisonwood.*Bible	http://dbpedia.org/resource/The_Poisonwood_Bible
0060182156	Empire.*of.*the.*Air\:.*The.*Men.*Who.*Made.*Radio	http://dbpedia.org/resource/Empire_of_the_Air:_The_Men_Who_Made_Radio
0060182989	Mister.*B..*Gone	http://dbpedia.org/resource/Mister_B._Gone
0060184884	Outcast	http://dbpedia.org/resource/Outcast_(Ballas_novel)
0060184884	Outcast	http://dbpedia.org/resource/Outcast_(Paver_novel)
0060184884	Outcast	http://dbpedia.org/resource/Outcast_(Sutcliff_novel)
0060184884	Outcast	http://dbpedia.org/resource/Outcast_(Star_Wars_novel)
0060186305	The.*Bridge	http://dbpedia.org/resource/The_Bridge_(short_stories)
0060190434	The.*Years.*of.*Extermination\:.*Nazi.*Germany.*and.*the.*Jews,.*1939\-1945	http://dbpedia.org/resource/The_Years_of_Extermination
0060191872	The.*Run	http://dbpedia.org/resource/The_Run
006019247X	Human.*Accomplishment\:.*The.*Pursuit.*of.*Excellence.*in.*the.*Arts.*and.*Sciences,.*800.*B.C..*to.*1950	http://dbpedia.org/resource/Human_Accomplishment
0060193409	Breakfast.*on.*Pluto	http://dbpedia.org/resource/Breakfast_on_Pluto
0060193328	First.*They.*Killed.*My.*Father\:.*A.*Daughter.*of.*Cambodia.*Remembers	http://dbpedia.org/resource/First_They_Killed_My_Father
0060188707	Don.*Quixote	http://dbpedia.org/resource/Don_Quixote
006019653X	Brewer's.*Dictionary.*of.*Phrase.*and.*Fable	http://dbpedia.org/resource/Brewer's_Dictionary_of_Phrase_and_Fable
0060196092	Moment.*of.*Truth	http://dbpedia.org/resource/The_Moment_of_Truth_(novel)
0060199733	Statecraft\:.*Strategies.*for.*a.*Changing.*World	http://dbpedia.org/resource/Statecraft:_Strategies_for_a_Changing_World
0060218053	The.*Last.*of.*the.*Really.*Great.*Whangdoodles	http://dbpedia.org/resource/The_Last_of_the_Really_Great_Whangdoodles
0060232196	Amy's.*Eyes	http://dbpedia.org/resource/Amy's_Eyes
0060239204	The.*Contender	http://dbpedia.org/resource/The_Contender_(Lipsyte_novel)
0060248025	Falling.*Up	http://dbpedia.org/resource/Falling_Up_(book)
0060248025	Falling.*Up	http://dbpedia.org/resource/Falling_Up_(poetry_collection)
0060250488	Freaky.*Friday	http://dbpedia.org/resource/Freaky_Friday
0060256672	Where.*the.*Sidewalk.*Ends\:.*Poems.*and.*Drawings	http://dbpedia.org/resource/Where_the_Sidewalk_Ends
0060277300	The.*Wanderer	http://dbpedia.org/resource/The_Wanderer_(Creech_novel)
0060277300	The.*Wanderer	http://dbpedia.org/resource/The_Wanderer_(Leiber_novel)
0060277300	The.*Wanderer	http://dbpedia.org/resource/The_Wanderer_(Maykov_poem)
0060277300	The.*Wanderer	http://dbpedia.org/resource/The_Wanderer_(Waltari_novel)
0060278625	The.*Best.*Halloween.*Ever	http://dbpedia.org/resource/The_Best_Halloween_Ever
0060286385	A.*Very.*Special.*House	http://dbpedia.org/resource/A_Very_Special_House
0060287659	The.*Stones.*Are.*Hatching	http://dbpedia.org/resource/The_Stones_Are_Hatching
0060293152	The.*Two.*Princesses.*of.*Bamarre	http://dbpedia.org/resource/The_Two_Princesses_of_Bamarre
0060295015	Father.*Fox's.*Pennyrhymes	http://dbpedia.org/resource/Father_Fox's_Pennyrhymes
0060296070	The.*Emerald.*Wand.*of.*Oz	http://dbpedia.org/resource/The_Emerald_Wand_of_Oz
0060294698	All\-American.*Girl	http://dbpedia.org/resource/All_American_Girl_(novel)
0060391189	Spy.*Sinker	http://dbpedia.org/resource/Spy_Sinker
0060391529	The.*Secret.*Man\:.*An.*American.*Warrior's.*Uncensored.*Story	http://dbpedia.org/resource/The_Secret_Man_(book)
0060392452	Stupid.*White.*Men.*...And.*Other.*Sorry.*Excuses.*for.*the.*State.*of.*the.*Nation\!	http://dbpedia.org/resource/Stupid_White_Men
0060392886	The.*Dirt\:.*Confessions.*of.*the.*World's.*Most.*Notorious.*Rock.*Band	http://dbpedia.org/resource/The_Dirt
0060392827	Confessions.*of.*an.*Ugly.*Stepsister	http://dbpedia.org/resource/Confessions_of_an_Ugly_Stepsister
0060504137	The.*Color.*of.*Death	http://dbpedia.org/resource/The_Color_of_Death
0060506539	When.*Religion.*Becomes.*Evil	http://dbpedia.org/resource/When_Religion_Becomes_Evil
0060507268	Chu.*Ju's.*House	http://dbpedia.org/resource/Chu_Ju's_House
0060502452	The.*Sledding.*Hill	http://dbpedia.org/resource/The_Sledding_Hill
0060508078	The.*Ragwitch	http://dbpedia.org/resource/The_Ragwitch
0060507837	Athletic.*Shorts\:.*Six.*Short.*Stories	http://dbpedia.org/resource/Athletic_Shorts:_Six_Short_Stories
0060509066	The.*Birthday.*of.*the.*World\:.*And.*Other.*Stories	http://dbpedia.org/resource/The_Birthday_of_the_World_and_Other_Stories
0060509058	Travels	http://dbpedia.org/resource/Travels_(book)
0060506768	The.*Ancient.*Legacy	http://dbpedia.org/resource/The_Pagan_Religions_of_the_Ancient_British_Isles
006050742X	The.*Valachi.*Papers	http://dbpedia.org/resource/The_Valachi_Papers_(book)
0060511095	Death.*Is.*Forever	http://dbpedia.org/resource/Death_Is_Forever
0060511095	Death.*Is.*Forever	http://dbpedia.org/resource/Death_is_Forever
0060512202	Bandits	http://dbpedia.org/resource/Bandits_(book)
0060512806	Cryptonomicon	http://dbpedia.org/resource/Cryptonomicon
0060508205	Traci.*Lords\:.*Underneath.*It.*All	http://dbpedia.org/resource/Traci_Lords:_Underneath_It_All
0060520841	Bias\:.*A.*CBS.*Insider.*Exposes.*How.*the.*Media.*Distort.*the.*News	http://dbpedia.org/resource/Bias:_A_CBS_Insider_Exposes_How_the_Media_Distort_the_News
0060515805	Walk.*This.*Way\:.*The.*Autobiography.*of.*Aerosmith	http://dbpedia.org/resource/Walk_This_Way:_The_Autobiography_of_Aerosmith
0060521228	The.*Whipping.*Boy	http://dbpedia.org/resource/The_Whipping_Boy
0060517247	Hot.*Stuff	http://dbpedia.org/resource/Hot_Babes_Doing_Stuff_Naked
0060521600	Ice.*Hunt	http://dbpedia.org/resource/Fire_and_Ice_(Hunter_novel)
0060525460	The.*Beachcomber	http://dbpedia.org/resource/Moby-Duck
0060531258	On.*the.*Way.*to.*the.*Wedding	http://dbpedia.org/resource/On_the_Way_to_the_Wedding
0060531088	Warped.*Passages\:.*Unraveling.*the.*Mysteries.*of.*the.*Universe's.*Hidden.*Dimensions	http://dbpedia.org/resource/Warped_Passages
0060535458	Olive's.*Ocean	http://dbpedia.org/resource/Olive's_Ocean
0060538112	Amelia.*Peabody's.*Egypt	http://dbpedia.org/resource/Amelia_Peabody's_Egypt
0060540192	Replay	http://dbpedia.org/resource/Replay_(Grimwood_novel)
0060540192	Replay	http://dbpedia.org/resource/Replay_(Creech_novel)
0060539097	How.*to.*Make.*Love.*Like.*a.*Porn.*Star\:.*A.*Cautionary.*Tale	http://dbpedia.org/resource/How_to_Make_Love_Like_a_Porn_Star
0060541814	The.*Andromeda.*Strain	http://dbpedia.org/resource/The_Andromeda_Strain
0060540753	The.*Patron.*Saint.*of.*Liars	http://dbpedia.org/resource/The_Patron_Saint_of_Liars_(novel)
006054404X	A.*Coyote's.*in.*the.*House	http://dbpedia.org/resource/A_Coyote's_in_the_House
0060541431	13.*Little.*Blue.*Envelopes	http://dbpedia.org/resource/13_Little_Blue_Envelopes
0060545402	Fresh.*Off.*the.*Boat	http://dbpedia.org/resource/Fresh_Off_the_Boat:_A_Memoir
0060548932	Son.*of.*a.*Witch	http://dbpedia.org/resource/Son_of_a_Witch
0060555653	The.*Polished.*Hoe	http://dbpedia.org/resource/The_Polished_Hoe
006055584X	Mission.*Compromised	http://dbpedia.org/resource/Mission_Compromised
0060558288	God's.*Politics\:.*Why.*the.*Right.*Gets.*It.*Wrong.*and.*the.*Left.*Doesn't.*Get.*It	http://dbpedia.org/resource/God's_Politics
0060558121	American.*Gods	http://dbpedia.org/resource/American_Gods
0060554738	The.*Game\:.*Penetrating.*the.*Secret.*Society.*of.*Pickup.*Artists	http://dbpedia.org/resource/The_Game:_Penetrating_the_Secret_Society_of_Pickup_Artists
0060560053	The.*Family\:.*The.*Secret.*Fundamentalism.*at.*the.*Heart.*of.*American.*Power	http://dbpedia.org/resource/The_Family:_The_Secret_Fundamentalism_at_the_Heart_of_American_Power
006056038X	Bitter.*Truth	http://dbpedia.org/resource/Horseradish:_Bitter_Truths_You_Can't_Avoid
0060548924	A.*Lion.*Among.*Men	http://dbpedia.org/resource/A_Lion_Among_Men
0060560118	The.*Nanny	http://dbpedia.org/resource/The_Nanny_(Nathan_novel)
0060560118	The.*Nanny	http://dbpedia.org/resource/The_Nanny_(Green_novel)
0060563478	The.*Shape.*Shifter	http://dbpedia.org/resource/The_Shape_Shifter
0060565551	My.*Grandfather's.*Son\:.*A.*Memoir	http://dbpedia.org/resource/My_Grandfather's_Son
0060567236	Lord.*of.*Light	http://dbpedia.org/resource/Lord_of_Light
0060568437	Diva	http://dbpedia.org/resource/Diva_(José_de_Alencar_novel)
0060568437	Diva	http://dbpedia.org/resource/Diva_(Odier_novel)
0060569662	Autobiography.*of.*a.*Face	http://dbpedia.org/resource/Autobiography_of_a_Face
0060579870	North	http://dbpedia.org/resource/North_(poetry_collection)
0060579870	North	http://dbpedia.org/resource/North_(poetry)
006057559X	Year's.*Best.*SF.*9	http://dbpedia.org/resource/Year's_Best_SF_9
0060578629	White.*Guilt\:.*How.*Blacks.*and.*Whites.*Together.*Destroyed.*the.*Promise.*of.*the.*Civil.*Rights.*Era	http://dbpedia.org/resource/White_Guilt_(book)
006058176X	Listening.*for.*Lions	http://dbpedia.org/resource/Listening_for_Lions
0060584416	Claire.*Voyant	http://dbpedia.org/resource/Time_Again_(Claire_Voyant_album)
0060585366	The.*Whole.*Beast\:.*Nose.*to.*Tail.*Eating	http://dbpedia.org/resource/The_Whole_Beast
006058565X	The.*Cat's.*Pajamas\:.*Stories	http://dbpedia.org/resource/The_Cat's_Pajamas:_Stories
0060582510	Deliver.*Us.*from.*Evil\:.*Defeating.*Terrorism,.*Despotism,.*and.*Liberalism	http://dbpedia.org/resource/Deliver_Us_from_Evil:_Defeating_Terrorism,_Despotism,_and_Liberalism
0060586109	Man.*on.*Fire	http://dbpedia.org/resource/Man_on_Fire_(Quinnell_novel)
0060586109	Man.*on.*Fire	http://dbpedia.org/resource/Man_on_Fire_(Kelman_novel)
0060589469	Zen.*and.*the.*Art.*of.*Motorcycle.*Maintenance\:.*An.*Inquiry.*into.*Values	http://dbpedia.org/resource/Zen_and_the_Art_of_Motorcycle_Maintenance
0060590254	The.*Stupidest.*Angel\:.*A.*Heartwarming.*Tale.*of.*Christmas.*Terror	http://dbpedia.org/resource/The_Stupidest_Angel
0060588284	Kitten's.*First.*Full.*Moon	http://dbpedia.org/resource/Kitten's_First_Full_Moon
0060594527	Lost.*Horizon	http://dbpedia.org/resource/Lost_Horizon
0060592885	I.*Am.*No.*One.*You.*Know\:.*Stories	http://dbpedia.org/resource/I_Am_No_One_You_Know:_Stories
0060596333	Raise.*the.*Red.*Lantern\:.*Three.*Novellas	http://dbpedia.org/resource/Raise_the_Red_Lantern_(novella)
0060596325	Rice\:.*A.*Novel	http://dbpedia.org/resource/Rice_(novel)
0060598239	Belles.*on.*Their.*Toes	http://dbpedia.org/resource/Belles_on_Their_Toes
0060599316	Herding.*Cats\:.*A.*Life.*in.*Politics	http://dbpedia.org/resource/Herding_Cats:_A_Life_in_Politics
0060609362	Telling.*Secrets	http://dbpedia.org/resource/Telling_Secrets_(memoir)
006061174X	The.*Magnificent.*Defeat	http://dbpedia.org/resource/The_Magnificent_Defeat
0060611758	The.*Hungering.*Dark	http://dbpedia.org/resource/The_Hungering_Dark
0060611251	On.*the.*Road.*with.*the.*Archangel	http://dbpedia.org/resource/On_the_Road_with_the_Archangel
0060598611	Outposts\:.*Journeys.*to.*the.*Surviving.*Relics.*of.*the.*British.*Empire	http://dbpedia.org/resource/Outposts:_Journeys_to_the_Surviving_Relics_of_the_British_Empire
0060611790	The.*Alphabet.*of.*Grace	http://dbpedia.org/resource/The_Alphabet_of_Grace
0060611413	Peculiar.*Treasures	http://dbpedia.org/resource/Peculiar_Treasures
0060648317	The.*First.*and.*Last.*Freedom	http://dbpedia.org/resource/The_First_and_Last_Freedom
0060648082	Freedom.*from.*the.*Known	http://dbpedia.org/resource/Freedom_from_the_Known
