iid	title	uri
078201061X	The.*Jazz.*Singer	http://dbpedia.org/resource/The_Jazz_Singer_(1959_film)
078201061X	The.*Jazz.*Singer	http://dbpedia.org/resource/The_Jazz_Singer_(1927_movie)
0783111509	Zeus.*and.*Roxanne	http://dbpedia.org/resource/Zeus_and_Roxanne
0783114907	Sweet.*Dreams	http://dbpedia.org/resource/Sweet_Dreams_(2012_film)
0783114907	Sweet.*Dreams	http://dbpedia.org/resource/Sweet_Dreams_(1985_film)
0783114907	Sweet.*Dreams	http://dbpedia.org/resource/Sweet_Dreams_(1996_film)
0783114907	Sweet.*Dreams	http://dbpedia.org/resource/Sweet_Dreams_(1981_film)
0783114907	Sweet.*Dreams	http://dbpedia.org/resource/Sweet_Dreams_(2016_film)
0783116926	The.*Changeling	http://dbpedia.org/resource/The_Changeling_(1980_film)
0783116926	The.*Changeling	http://dbpedia.org/resource/The_Changeling_(film)
0783114222	From.*the.*Earth.*to.*the.*Moon	http://dbpedia.org/resource/From_the_Earth_to_the_Moon_(film)
0783114222	From.*the.*Earth.*to.*the.*Moon	http://dbpedia.org/resource/From_the_Earth_to_the_Moon
0783114729	My.*Left.*Foot	http://dbpedia.org/resource/My_Left_Foot
0783226853	The.*Day.*of.*the.*Jackal	http://dbpedia.org/resource/The_Day_of_the_Jackal_(film)
0783226799	The.*Jerk	http://dbpedia.org/resource/The_Jerk
0783227892	Hard.*Target	http://dbpedia.org/resource/Hard_Target
0783227922	Reality.*Bites	http://dbpedia.org/resource/Reality_Bites
078322740X	Housesitter	http://dbpedia.org/resource/Housesitter
0783226985	Dragon\:.*The.*Bruce.*Lee.*Story	http://dbpedia.org/resource/Dragon:_The_Bruce_Lee_Story
078322687X	The.*Breakfast.*Club	http://dbpedia.org/resource/The_Breakfast_Club
078322687X	The.*Breakfast.*Club	http://dbpedia.org/resource/The_Breakfast_Club_(radio_show)
0783229399	Rollercoaster	http://dbpedia.org/resource/Rollercoaster_(1977_film)
0783229399	Rollercoaster	http://dbpedia.org/resource/Rollercoaster_(1999_film)
0783227930	The.*Beguiled.*\(1971\)	http://dbpedia.org/resource/The_Beguiled_(1971_film)
0783226993	The.*Getaway	http://dbpedia.org/resource/The_Getaway_(1972_film)
0783226993	The.*Getaway	http://dbpedia.org/resource/The_Getaway_(1994_film)
0783226993	The.*Getaway	http://dbpedia.org/resource/The_Getaway_(1941_film)
0783230486	How.*to.*Make.*an.*American.*Quilt	http://dbpedia.org/resource/How_to_Make_an_American_Quilt
078322947X	Sorcerer	http://dbpedia.org/resource/Sorcerer_(film)
0783231032	1941	http://dbpedia.org/resource/1941_(film)
0783230346	The.*Eiger.*Sanction	http://dbpedia.org/resource/The_Eiger_Sanction_(film)
0783230346	The.*Eiger.*Sanction	http://dbpedia.org/resource/The_Eiger_Sanction
0783230427	Village.*of.*the.*Damned	http://dbpedia.org/resource/Village_of_the_Damned_(1960_film)
0783230427	Village.*of.*the.*Damned	http://dbpedia.org/resource/Village_of_the_Damned_(1995_film)
0783239955	The.*Dinner.*Game	http://dbpedia.org/resource/The_Dinner_Game
0783235410	In.*Dreams	http://dbpedia.org/resource/In_Dreams_(film)
0783235380	Forces.*of.*Nature	http://dbpedia.org/resource/Forces_of_Nature_(2004_film)
0783235380	Forces.*of.*Nature	http://dbpedia.org/resource/Forces_of_Nature
0783235380	Forces.*of.*Nature	http://dbpedia.org/resource/Forces_of_Nature_(1999_film)
0783227361	Dazed.*and.*Confused	http://dbpedia.org/resource/Dazed_and_Confused_(film)
0783228686	Black.*Dog	http://dbpedia.org/resource/Black_Dog_(film)
0784011532	Universal.*Soldier	http://dbpedia.org/resource/Universal_Soldier_(1971_film)
0784011532	Universal.*Soldier	http://dbpedia.org/resource/Universal_Soldier_(1992_film)
0784011532	Universal.*Soldier	http://dbpedia.org/resource/Universal_Soldier
0784011648	On.*Golden.*Pond	http://dbpedia.org/resource/On_Golden_Pond_(1981_film)
0784011648	On.*Golden.*Pond	http://dbpedia.org/resource/On_Golden_Pond_(2001_film)
0784013470	Stir.*Of.*Echoes	http://dbpedia.org/resource/Stir_of_Echoes
0784011680	Chaplin	http://dbpedia.org/resource/Chaplin_(film)
0784011680	Chaplin	http://dbpedia.org/resource/Chaplin_(1993_musical)
0784011680	Chaplin	http://dbpedia.org/resource/Chaplin_(2006_musical)
0788814664	Good.*Will.*Hunting	http://dbpedia.org/resource/Good_Will_Hunting
0788815474	Beloved	http://dbpedia.org/resource/Beloved_(film)
0788815474	Beloved	http://dbpedia.org/resource/Beloved_(1965_film)
0788815474	Beloved	http://dbpedia.org/resource/Beloved_(1934_film)
0788815474	Beloved	http://dbpedia.org/resource/Beloved_(1998_film)
0788815474	Beloved	http://dbpedia.org/resource/Beloved_(2011_film)
0790729989	Seven	http://dbpedia.org/resource/Seven_(1979_film)
0790729989	Seven	http://dbpedia.org/resource/Seven_(1995_film)
0790729989	Seven	http://dbpedia.org/resource/Seven_(2019_Indian_film)
0790729989	Seven	http://dbpedia.org/resource/Seven_(2019_Nigerian_film)
0790729628	Blade.*Runner	http://dbpedia.org/resource/Blade_Runner
0790729377	A.*Streetcar.*Named.*Desire	http://dbpedia.org/resource/A_Streetcar_Named_Desire_(1951_film)
0790729377	A.*Streetcar.*Named.*Desire	http://dbpedia.org/resource/A_Streetcar_Named_Desire_(1984_film)
0790729377	A.*Streetcar.*Named.*Desire	http://dbpedia.org/resource/A_Streetcar_Named_Desire_(1995_film)
0790729687	Interview.*With.*the.*Vampire	http://dbpedia.org/resource/Interview_with_the_Vampire
0790729687	Interview.*With.*the.*Vampire	http://dbpedia.org/resource/Interview_with_the_Vampire_(film)
079072961X	The.*Fugitive	http://dbpedia.org/resource/The_Fugitive_(1910_film)
079072961X	The.*Fugitive	http://dbpedia.org/resource/The_Fugitive_(1947_film)
079072961X	The.*Fugitive	http://dbpedia.org/resource/The_Fugitive_(1972_film)
079072961X	The.*Fugitive	http://dbpedia.org/resource/The_Fugitive_(1993_film)
079072961X	The.*Fugitive	http://dbpedia.org/resource/The_Fugitive_(1920_film)
079072961X	The.*Fugitive	http://dbpedia.org/resource/The_Fugitive_(1947_French_film)
079072961X	The.*Fugitive	http://dbpedia.org/resource/The_Fugitive_(2003_film)
079072961X	The.*Fugitive	http://dbpedia.org/resource/The_Fugitive_(1914_film)
079072961X	The.*Fugitive	http://dbpedia.org/resource/The_Fugitive_(1925_film)
079072961X	The.*Fugitive	http://dbpedia.org/resource/The_Fugitive_(1933_film)
0790731517	Grumpy.*Old.*Men	http://dbpedia.org/resource/Grumpy_Old_Men_(film)
0790732149	Murder.*at.*1600	http://dbpedia.org/resource/Murder_at_1600
0790732181	One.*Flew.*Over.*the.*Cuckoo's.*Nest	http://dbpedia.org/resource/One_Flew_Over_the_Cuckoo's_Nest_(film)
0790733226	Contact	http://dbpedia.org/resource/Contact_(1997_American_film)
0790733226	Contact	http://dbpedia.org/resource/Contact_(1978_film)
0790733226	Contact	http://dbpedia.org/resource/Contact_(1992_film)
0790733226	Contact	http://dbpedia.org/resource/Contact
0790733226	Contact	http://dbpedia.org/resource/Contact_(2009_film)
0790734737	Mad.*City	http://dbpedia.org/resource/Mad_City_(film)
0790750732	Tom.*Thumb	http://dbpedia.org/resource/Tom_Thumb_(film)
0790750732	Tom.*Thumb	http://dbpedia.org/resource/Tom_Thumb
079079568X	Cat.*on.*a.*Hot.*Tin.*Roof	http://dbpedia.org/resource/Cat_on_a_Hot_Tin_Roof_(1958_film)
079079568X	Cat.*on.*a.*Hot.*Tin.*Roof	http://dbpedia.org/resource/Cat_on_a_Hot_Tin_Roof_(1984_film)
0790751445	Ready.*to.*Rumble	http://dbpedia.org/resource/Ready_to_Rumble
0792160347	American.*Gigolo	http://dbpedia.org/resource/American_Gigolo
0792166736	The.*Next.*Best.*Thing	http://dbpedia.org/resource/The_Next_Best_Thing
0792833201	Poltergeist	http://dbpedia.org/resource/Poltergeist_(1982_film)
0792833201	Poltergeist	http://dbpedia.org/resource/Poltergeist_(2015_film)
0792833201	Poltergeist	http://dbpedia.org/resource/Poltergeist_(film_series)
0792836030	Viva.*Las.*Vegas	http://dbpedia.org/resource/Viva_Las_Vegas
0792838947	Thief	http://dbpedia.org/resource/Thief_(film)
0792838947	Thief	http://dbpedia.org/resource/Thief_(miniseries)
0792838947	Thief	http://dbpedia.org/resource/Thief_(disambiguation)
0792839684	Leviathan	http://dbpedia.org/resource/Leviathan_(1989_film)
0792839684	Leviathan	http://dbpedia.org/resource/Leviathan_(2012_film)
0792839684	Leviathan	http://dbpedia.org/resource/Leviathan_(2014_film)
0792838955	Fiddler.*on.*the.*Roof	http://dbpedia.org/resource/Fiddler_on_the_Roof
0792838955	Fiddler.*on.*the.*Roof	http://dbpedia.org/resource/Fiddler_on_the_Roof_(film)
0792839072	How.*the.*West.*Was.*Won	http://dbpedia.org/resource/How_the_West_Was_Won_(film)
0792842162	Dirty.*Work	http://dbpedia.org/resource/Dirty_Work_(1933_film)
0792842162	Dirty.*Work	http://dbpedia.org/resource/Dirty_Work_(1934_film)
0792842162	Dirty.*Work	http://dbpedia.org/resource/Dirty_Work_(1998_film)
0792841409	Paths.*of.*Glory	http://dbpedia.org/resource/Paths_of_Glory
0792844033	Mystery.*Train	http://dbpedia.org/resource/Mystery_Train_(film)
0792844025	How.*to.*Stuff.*a.*Wild.*Bikini	http://dbpedia.org/resource/How_to_Stuff_a_Wild_Bikini
0792843991	Back.*To.*School	http://dbpedia.org/resource/Back_to_School
0792846133	The.*Best.*Years.*of.*Our.*Lives	http://dbpedia.org/resource/The_Best_Years_of_Our_Lives
0792844041	Richard.*III	http://dbpedia.org/resource/Richard_III_(1912_film)
0792844041	Richard.*III	http://dbpedia.org/resource/Richard_III_(1955_film)
0792844041	Richard.*III	http://dbpedia.org/resource/Richard_III_(1995_film)
0792844041	Richard.*III	http://dbpedia.org/resource/Richard_III_(2008_film)
0792844041	Richard.*III	http://dbpedia.org/resource/Richard_III_(2007_film)
0800177029	Wolf	http://dbpedia.org/resource/Wolf_(1955_film)
0800177029	Wolf	http://dbpedia.org/resource/Wolf_(1994_film)
0800177029	Wolf	http://dbpedia.org/resource/Wolf_(2013_film)
0800177029	Wolf	http://dbpedia.org/resource/Wolf_(2021_Indian_film)
0800177029	Wolf	http://dbpedia.org/resource/Wolf_(2021_Irish-Polish_film)
0800141741	Jerry.*Maguire	http://dbpedia.org/resource/Jerry_Maguire
097369470X	The.*End.*of.*Suburbia\:.*Oil.*Depletion.*and.*the.*Collapse.*of.*the.*American.*Dream	http://dbpedia.org/resource/The_End_of_Suburbia
1558908382	Grosse.*Pointe.*Blank	http://dbpedia.org/resource/Grosse_Pointe_Blank
1558908676	Titanica	http://dbpedia.org/resource/Titanica
1559409002	Carnival.*of.*Souls	http://dbpedia.org/resource/Carnival_of_Souls
1559409002	Carnival.*of.*Souls	http://dbpedia.org/resource/Carnival_of_Souls_(1998_film)
1559408677	Hard.*Boiled	http://dbpedia.org/resource/Hard_Boiled
1559408677	Hard.*Boiled	http://dbpedia.org/resource/Hard_Boiled_(1919_film)
1559408677	Hard.*Boiled	http://dbpedia.org/resource/Hard_Boiled_(1926_film)
1559408758	This.*Is.*Spinal.*Tap	http://dbpedia.org/resource/This_Is_Spinal_Tap
1562199730	Weather.*Woman	http://dbpedia.org/resource/Weather_Report_Girl
1567301789	The.*Cement.*Garden	http://dbpedia.org/resource/The_Cement_Garden_(film)
1572522178	Wild.*Reeds	http://dbpedia.org/resource/Wild_Reeds
1572522127	My.*Night.*At.*Maud's	http://dbpedia.org/resource/My_Night_at_Maud's
1572522410	Vive.*l'Amour	http://dbpedia.org/resource/Vive_L'Amour
1572523026	Pretty.*Village,.*Pretty.*Flame	http://dbpedia.org/resource/Pretty_Village,_Pretty_Flame
1572522224	Temptation.*of.*a.*Monk	http://dbpedia.org/resource/Temptation_of_a_Monk
1572523018	Claire.*of.*the.*Moon	http://dbpedia.org/resource/Claire_of_the_Moon
1572522747	Ponette	http://dbpedia.org/resource/Ponette
1572522550	Emmanuelle	http://dbpedia.org/resource/Emmanuelle_(film)
1572522380	Irma.*Vep	http://dbpedia.org/resource/Irma_Vep
1572525509	The.*Millionairess	http://dbpedia.org/resource/The_Millionairess
1572525835	36.*Fillette	http://dbpedia.org/resource/36_Fillette
1572524324	Man.*of.*the.*Year	http://dbpedia.org/resource/Man_of_the_Year_(1971_film)
1572524324	Man.*of.*the.*Year	http://dbpedia.org/resource/Man_of_the_Year_(1995_film)
1572524324	Man.*of.*the.*Year	http://dbpedia.org/resource/Man_of_the_Year_(2006_film)
1572521767	Swept.*Away	http://dbpedia.org/resource/Swept_Away_(1974_film)
1572521767	Swept.*Away	http://dbpedia.org/resource/Swept_Away_(2002_film)
1572526564	Digging.*to.*China	http://dbpedia.org/resource/Digging_to_China
1572522445	Claire's.*Knee	http://dbpedia.org/resource/Claire's_Knee
1572527242	The.*Quarrel	http://dbpedia.org/resource/The_Quarrel
1572528338	In.*the.*Realm.*of.*the.*Senses	http://dbpedia.org/resource/In_the_Realm_of_the_Senses
1572528060	La.*Collectionneuse	http://dbpedia.org/resource/La_Collectionneuse
1573305588	Elmo.*Saves.*Christmas	http://dbpedia.org/resource/Elmo_Saves_Christmas
157347049X	Castle.*Freak	http://dbpedia.org/resource/Castle_Freak
157347049X	Castle.*Freak	http://dbpedia.org/resource/Castle_Freak_(2020_film)
1573471070	Blood.*Dolls	http://dbpedia.org/resource/Blood_Dolls
1573470988	Witchouse	http://dbpedia.org/resource/Witchouse
1573623903	Black.*Robe	http://dbpedia.org/resource/Black_Robe
1573623903	Black.*Robe	http://dbpedia.org/resource/Black_Robe_(film)
1573624101	Warlock	http://dbpedia.org/resource/Warlock_(1959_film)
1573624101	Warlock	http://dbpedia.org/resource/Warlock_(1989_film)
1573624101	Warlock	http://dbpedia.org/resource/Warlock_(Hall_novel)
157362389X	Meet.*Wally.*Sparks	http://dbpedia.org/resource/Meet_Wally_Sparks
1573624071	Leprechaun	http://dbpedia.org/resource/Leprechaun_(film)
1573624071	Leprechaun	http://dbpedia.org/resource/Leprechaun_(film_series)
157362554X	True.*Crime	http://dbpedia.org/resource/True_Crime_(1996_film)
157362554X	True.*Crime	http://dbpedia.org/resource/True_Crime_(1999_film)
1578004306	Maze	http://dbpedia.org/resource/Maze_(film)
1578004306	Maze	http://dbpedia.org/resource/Maze_(2000_film)
1578004306	Maze	http://dbpedia.org/resource/Maze_(2017_film)
1578482895	The.*4th.*Floor	http://dbpedia.org/resource/The_4th_Floor_(1999_film)
1578482895	The.*4th.*Floor	http://dbpedia.org/resource/The_4th_Floor_(2003_film)
1578482739	Broken.*Vessels	http://dbpedia.org/resource/Broken_Vessels
1586683950	Emmet.*Otter's.*Jug\-Band.*Christmas	http://dbpedia.org/resource/Emmet_Otter's_Jug-Band_Christmas
1587270811	Planet.*Earth	http://dbpedia.org/resource/Planet_Earth_(TV_series)
1587270811	Planet.*Earth	http://dbpedia.org/resource/Planet_Earth_(film)
1896306292	The.*Conflict	http://dbpedia.org/resource/The_Conflict
1896306993	The.*Lady.*and.*the.*Highwayman	http://dbpedia.org/resource/The_Lady_and_the_Highwayman
3918810143	Tom.*Yum.*Goong.*2	http://dbpedia.org/resource/Tom_Yum_Goong_2
5559921009	Second.*Glance	http://dbpedia.org/resource/Second_Glance_(film)
6300158772	The.*Gold.*Rush	http://dbpedia.org/resource/The_Gold_Rush
6300213781	Popeye	http://dbpedia.org/resource/Popeye_(1980_film)
6300213781	Popeye	http://dbpedia.org/resource/Popeye_(film)
6300214966	Sounder	http://dbpedia.org/resource/Sounder_(film)
6301481356	The.*Missing.*Gun	http://dbpedia.org/resource/The_Missing_Gun
6301896424	Michael.*Jackson\:.*The.*Life.*of.*an.*Icon	http://dbpedia.org/resource/Michael_Jackson:_The_Life_of_an_Icon
6301903412	Ballet.*Shoes	http://dbpedia.org/resource/Ballet_Shoes_(TV_serial)
6301903412	Ballet.*Shoes	http://dbpedia.org/resource/Ballet_Shoes_(film)
6301971345	Mr..*Brooks	http://dbpedia.org/resource/Mr._Brooks
6302020816	The.*Edukators	http://dbpedia.org/resource/The_Edukators
6302470021	Casino.*Royale	http://dbpedia.org/resource/Casino_Royale_(1967_film)
6302470021	Casino.*Royale	http://dbpedia.org/resource/Casino_Royale_(2006_film)
6302470021	Casino.*Royale	http://dbpedia.org/resource/Casino_Royale_(Climax!)
6302470021	Casino.*Royale	http://dbpedia.org/resource/Casino_Royale
6303131123	Pancho.*Villa	http://dbpedia.org/resource/Pancho_Villa_(film)
6303132782	The.*Baby	http://dbpedia.org/resource/The_Baby_(film)
6303167314	A.*Charlie.*Brown.*Christmas	http://dbpedia.org/resource/A_Charlie_Brown_Christmas
6303332870	1969	http://dbpedia.org/resource/1969_(film)
6303358381	Kika	http://dbpedia.org/resource/Kika_(film)
6303358381	Kika	http://dbpedia.org/resource/Kika
630419241X	Captains.*Courageous	http://dbpedia.org/resource/Captains_Courageous_(1937_film)
6304269064	She's.*the.*One	http://dbpedia.org/resource/She's_the_One_(1996_film)
6304269064	She's.*the.*One	http://dbpedia.org/resource/She's_the_One_(2013_film)
6304269064	She's.*the.*One	http://dbpedia.org/resource/She's_the_One
6304509405	The.*Beautician.*and.*the.*Beast	http://dbpedia.org/resource/The_Beautician_and_the_Beast
6304496869	The.*Missiles.*of.*October	http://dbpedia.org/resource/The_Missiles_of_October
6304557809	I'll.*Wait.*For.*You	http://dbpedia.org/resource/I'll_Wait_for_You_(film)
6304609493	Subway	http://dbpedia.org/resource/Subway_(film)
6304610394	The.*Thin.*Red.*Line	http://dbpedia.org/resource/The_Thin_Red_Line_(1964_film)
6304610394	The.*Thin.*Red.*Line	http://dbpedia.org/resource/The_Thin_Red_Line_(1998_film)
6304609434	Five.*Corners	http://dbpedia.org/resource/Five_Corners_(film)
6304602901	Police.*Academy	http://dbpedia.org/resource/Police_Academy_(franchise)
6304602901	Police.*Academy	http://dbpedia.org/resource/Police_Academy_(film)
6304622708	The.*Royal.*Hunt.*of.*the.*Sun	http://dbpedia.org/resource/The_Royal_Hunt_of_the_Sun_(film)
6304707541	Gridlock'd	http://dbpedia.org/resource/Gridlock'd
6304708432	Horror.*Express	http://dbpedia.org/resource/Horror_Express
6304725582	Assault.*of.*the.*Killer.*Bimbos	http://dbpedia.org/resource/Assault_of_the_Killer_Bimbos
630473784X	American.*Strays	http://dbpedia.org/resource/American_Strays
6304701608	Call.*of.*the.*Wild	http://dbpedia.org/resource/Call_of_the_Wild_(2009_film)
6304701608	Call.*of.*the.*Wild	http://dbpedia.org/resource/Call_of_the_Wild_(TV_series)
6304701608	Call.*of.*the.*Wild	http://dbpedia.org/resource/Call_of_the_Wild_(1935_film)
630469623X	Menace.*II.*Society	http://dbpedia.org/resource/Menace_II_Society
6304762534	Honor.*Thy.*Father	http://dbpedia.org/resource/Honor_Thy_Father_(film)
6304779607	Cobra	http://dbpedia.org/resource/Cobra_(1925_film)
6304779607	Cobra	http://dbpedia.org/resource/Cobra_(1986_film)
6304779607	Cobra	http://dbpedia.org/resource/Cobra_(2012_film)
6304779607	Cobra	http://dbpedia.org/resource/Cobra_(manga)
6304779607	Cobra	http://dbpedia.org/resource/Cobra_(1991_film)
6304779607	Cobra	http://dbpedia.org/resource/Cobra_(2022_film)
6304806450	Metro	http://dbpedia.org/resource/Metro_(1997_film)
6304806450	Metro	http://dbpedia.org/resource/Metro_(2013_film)
6304806450	Metro	http://dbpedia.org/resource/Metro_(2016_film)
6304852428	The.*Toxic.*Avenger,.*Part.*II	http://dbpedia.org/resource/The_Toxic_Avenger_Part_II
6304857276	Executioners	http://dbpedia.org/resource/Executioners_(film)
6304852657	Peace.*Hotel	http://dbpedia.org/resource/Peace_Hotel_(film)
6304905920	The.*Chosen.*One\:.*Legend.*of.*the.*Raven	http://dbpedia.org/resource/The_Chosen_One:_Legend_of_the_Raven
6304898460	Ticket.*to.*Heaven	http://dbpedia.org/resource/Ticket_to_Heaven
6304911599	Prime.*Suspect.*1	http://dbpedia.org/resource/Prime_Suspect_(1989_film)
630492643X	Oscar.*and.*Lucinda	http://dbpedia.org/resource/Oscar_and_Lucinda_(film)
6304942036	Invisible.*Strangler	http://dbpedia.org/resource/Invisible_Strangler
6305020841	A.*Better.*Tomorrow.*II	http://dbpedia.org/resource/A_Better_Tomorrow_II
6305020876	A.*Chinese.*Ghost.*Story	http://dbpedia.org/resource/A_Chinese_Ghost_Story
6305020876	A.*Chinese.*Ghost.*Story	http://dbpedia.org/resource/A_Chinese_Ghost_Story_(2011_film)
6305020582	The.*Bride.*With.*White.*Hair.*2	http://dbpedia.org/resource/The_Bride_with_White_Hair_2
6304981643	The.*Grifters	http://dbpedia.org/resource/The_Grifters_(film)
6305020744	Once.*Upon.*a.*Time.*in.*China.*and.*America	http://dbpedia.org/resource/Once_Upon_a_Time_in_China_and_America
6305010528	Men.*in.*War	http://dbpedia.org/resource/Men_in_War
6305020892	A.*Chinese.*Ghost.*Story.*III	http://dbpedia.org/resource/A_Chinese_Ghost_Story_III
6305034397	The.*Graduate	http://dbpedia.org/resource/The_Graduate
6305034478	Moon.*Warriors	http://dbpedia.org/resource/Moon_Warriors
6305028699	Samurai.*II\:.*Duel.*at.*Ichijoji.*Temple	http://dbpedia.org/resource/Samurai_II:_Duel_at_Ichijoji_Temple
6305034427	Full.*Throttle	http://dbpedia.org/resource/Full_Throttle_(film)
6305058903	Beware\!.*Children.*at.*Play	http://dbpedia.org/resource/Beware!_Children_at_Play
6305066833	Anna.*Karenina	http://dbpedia.org/resource/Anna_Karenina
6305066833	Anna.*Karenina	http://dbpedia.org/resource/Anna_Karenina_(1915_film)
6305066833	Anna.*Karenina	http://dbpedia.org/resource/Anna_Karenina_(1918_film)
6305066833	Anna.*Karenina	http://dbpedia.org/resource/Anna_Karenina_(1935_film)
6305066833	Anna.*Karenina	http://dbpedia.org/resource/Anna_Karenina_(1948_film)
6305066833	Anna.*Karenina	http://dbpedia.org/resource/Anna_Karenina_(1967_film)
6305066833	Anna.*Karenina	http://dbpedia.org/resource/Anna_Karenina_(1985_film)
6305066833	Anna.*Karenina	http://dbpedia.org/resource/Anna_Karenina_(1997_film)
6305066833	Anna.*Karenina	http://dbpedia.org/resource/Anna_Karenina_(2012_film)
6305066833	Anna.*Karenina	http://dbpedia.org/resource/Anna_Karenina_(1911_film)
6305066833	Anna.*Karenina	http://dbpedia.org/resource/Anna_Karenina_(1953_film)
6305066833	Anna.*Karenina	http://dbpedia.org/resource/Anna_Karenina_(1975_film)
6305066833	Anna.*Karenina	http://dbpedia.org/resource/Anna_Karenina_(1977_TV_serial)
6305066833	Anna.*Karenina	http://dbpedia.org/resource/Anna_Karenina_(1914_film)
6305066833	Anna.*Karenina	http://dbpedia.org/resource/Anna_Karenina_(1920_film)
6305066833	Anna.*Karenina	http://dbpedia.org/resource/Anna_Karenina_(2000_miniseries)
630507142X	Cold.*Eyes.*of.*Fear	http://dbpedia.org/resource/Cold_Eyes_of_Fear
630506976X	Love.*and.*Anarchy	http://dbpedia.org/resource/Love_and_Anarchy
6305078599	Cannibal.*Women.*in.*the.*Avocado.*Jungle.*of.*Death	http://dbpedia.org/resource/Cannibal_Women_in_the_Avocado_Jungle_of_Death
6305079013	The.*Canterbury.*Tales	http://dbpedia.org/resource/The_Canterbury_Tales_(film)
